w,mag_db,phase_deg
4.483333022387112066e-01,2.685940848487670962e+01,-1.068421885752988203e+02
4.528402340226594380e-01,2.653826367323796731e+01,-1.109281008808877829e+02
4.573924723542223680e-01,2.586823054677347500e+01,-1.138528157373961420e+02
4.619904726836610021e-01,2.678077364363948121e+01,-1.113052888836840850e+02
4.666346950397121107e-01,2.484498260260798119e+01,-1.058170528030424435e+02
4.713256040756143572e-01,2.584525027570433409e+01,-1.104206753360871147e+02
4.760636691155964439e-01,2.498918508943737748e+01,-1.117927369773672694e+02
4.808493642018331626e-01,2.534767714868322841e+01,-1.128068760460764821e+02
4.856831681418729563e-01,2.662289651596621454e+01,-1.139275880686782472e+02
4.905655645565425438e-01,2.452532482236237144e+01,-1.088893137248562937e+02
4.954970419283331595e-01,2.563137230043260928e+01,-1.106021032888060489e+02
5.004780936502731814e-01,2.617717441738286510e+01,-1.133760075347362317e+02
5.055092180752913666e-01,2.498387861106212782e+01,-1.129614376809533240e+02
5.105909185660777450e-01,2.449208302487976141e+01,-1.099210152861450638e+02
5.157237035454445007e-01,2.513292405766154047e+01,-1.102606142345975400e+02
5.209080865471936717e-01,2.493642932372568310e+01,-1.108842574530916636e+02
5.261445862674958285e-01,2.597002468951490428e+01,-1.155936040272400618e+02
5.314337266167860063e-01,2.384172950361220344e+01,-1.111114163923131741e+02
5.367760367721801096e-01,2.460733199020202733e+01,-1.129637515267733932e+02
5.421720512304194495e-01,2.461925494059601505e+01,-1.112272125464027397e+02
5.476223098613469675e-01,2.446894604051438193e+01,-1.139359827954111637e+02
5.531273579619209180e-01,2.387104831301094876e+01,-1.141383158460858311e+02
5.586877463107715602e-01,2.407540374767663138e+01,-1.117811681510943629e+02
5.643040312233068567e-01,2.406999973738061627e+01,-1.152888789771290590e+02
5.699767746073712837e-01,2.386861950797826637e+01,-1.159943535520301481e+02
5.757065440194648609e-01,2.438676538847805375e+01,-1.166892437850227964e+02
5.814939127215265069e-01,2.323360714324462251e+01,-1.113747666978407267e+02
5.873394597382896043e-01,2.360871031483453919e+01,-1.138584175613807616e+02
5.932437699152125488e-01,2.352871791222748854e+01,-1.143661412535057877e+02
5.992074339769924984e-01,2.336706483418708302e+01,-1.135581474743285213e+02
6.052310485866675416e-01,2.353307084081137290e+01,-1.183240573038338255e+02
6.113152164053123894e-01,2.397479045863567393e+01,-1.158658371583331075e+02
6.174605461523345884e-01,2.331308325270736148e+01,-1.157964307733193152e+02
6.236676526663769149e-01,2.350927536934668893e+01,-1.190425518044929163e+02
6.299371569668311688e-01,2.263381342194670154e+01,-1.144092380403716476e+02
6.362696863159718053e-01,2.238455929912756304e+01,-1.136077518248417988e+02
6.426658742817128456e-01,2.277271160773018366e+01,-1.152535894539147137e+02
6.491263608009965047e-01,2.305202782787640103e+01,-1.127060839443079630e+02
6.556517922438184209e-01,2.280791505959268761e+01,-1.148046902744340230e+02
6.622428214778968147e-01,2.263952617802089051e+01,-1.158290376574594092e+02
6.689001079339921274e-01,2.217338792462508579e+01,-1.141039048473033404e+02
6.756243176718824683e-01,2.291401020415876033e+01,-1.172774899253937377e+02
6.824161234470029758e-01,2.246396835326813246e+01,-1.170083513612179473e+02
6.892762047777546419e-01,2.187458322149270984e+01,-1.185717242363014918e+02
6.962052480134900412e-01,2.245719530642971051e+01,-1.182532751130452198e+02
7.032039464031824005e-01,2.218954579082463496e+01,-1.189430639299120713e+02
7.102730001647851177e-01,2.180903216139807910e+01,-1.186581334628112643e+02
7.174131165552880551e-01,2.258971854713946215e+01,-1.221879128778868449e+02
7.246250099414787149e-01,2.146161983691418129e+01,-1.199355036020273246e+02
7.319094018714141781e-01,2.149076538393813962e+01,-1.185000936179918938e+02
7.392670211466124686e-01,2.149080932538519306e+01,-1.223298395289990594e+02
7.466986038949677829e-01,2.069829346296777928e+01,-1.167478684599925742e+02
7.542048936444009088e-01,2.159307032649353886e+01,-1.233178979002379521e+02
7.617866413972488315e-01,2.241391272275565782e+01,-1.209416948727816816e+02
7.694446057054018517e-01,2.080723629697110511e+01,-1.200242503573462187e+02
7.771795527461967668e-01,2.083116147809569796e+01,-1.207071621340743235e+02
7.849922563990731073e-01,2.028541573160721967e+01,-1.229003428717695954e+02
7.928834983229988698e-01,2.089044002859451865e+01,-1.212905335598101288e+02
8.008540680346758478e-01,2.046090357695004514e+01,-1.169087204882937812e+02
8.089047629875301126e-01,2.086825147117496826e+01,-1.229652385317657775e+02
8.170363886514976359e-01,1.989538933069440318e+01,-1.231836120784183635e+02
8.252497585936106050e-01,2.043995902935746756e+01,-1.238929436866169027e+02
8.335456945593952005e-01,2.089710553099204304e+01,-1.223880301750933768e+02
8.419250265550868306e-01,2.023253786100323026e+01,-1.237454840505832152e+02
8.503885929306719271e-01,1.967696139932547794e+01,-1.217781942083843632e+02
8.589372404637645175e-01,2.042896883657428830e+01,-1.215416029728337008e+02
8.675718244443266780e-01,1.957633585742903293e+01,-1.239967583465279688e+02
8.762932087602394171e-01,1.949482162891636960e+01,-1.275919012129404848e+02
8.851022659837348705e-01,2.014660937335494850e+01,-1.230905066345015655e+02
8.939998774586966901e-01,2.025582439412396241e+01,-1.217356705031128143e+02
9.029869333888382865e-01,1.943069956256103126e+01,-1.228210558499430363e+02
9.120643329267678068e-01,1.986133142300588261e+01,-1.241090625686589277e+02
9.212329842639475075e-01,1.819345588450865492e+01,-1.273221481287094150e+02
9.304938047215587371e-01,1.902611781260886303e+01,-1.221262560058255957e+02
9.398477208422792994e-01,1.945242993700491141e+01,-1.260246265859962165e+02
9.492956684829835234e-01,1.909744951855943995e+01,-1.265435317346448016e+02
9.588385929083752535e-01,1.800527483628270531e+01,-1.243447718757169014e+02
9.684774488855607544e-01,1.849816306584533265e+01,-1.267206295219517074e+02
9.782132007795731887e-01,1.700548206675607688e+01,-1.268181288568779053e+02
9.880468226498571038e-01,1.799602354517470104e+01,-1.264545320711848149e+02
9.979792983477223656e-01,1.811471276858374324e+01,-1.271251405094622697e+02
1.008011621614778530e+00,1.910416631302566515e+01,-1.282497999733904237e+02
1.018144796182359535e+00,1.794144461195386597e+01,-1.279404557500904076e+02
1.028379835871943815e+00,1.792251920486571848e+01,-1.287837766228356600e+02
1.038717764696591050e+00,1.746447837429322547e+01,-1.306577288300570103e+02
1.049159616963389663e+00,1.791967286570316276e+01,-1.263207917802184710e+02
1.059706437376943589e+00,1.677293484152866654e+01,-1.307415955186324936e+02
1.070359281143890895e+00,1.714488514794161134e+01,-1.261575432579997909e+02
1.081119214078480217e+00,1.684544762685886354e+01,-1.284855282370974123e+02
1.091987312709201463e+00,1.725042872285972706e+01,-1.278813789791353059e+02
1.102964664386496763e+00,1.691915711186866744e+01,-1.305870385187782574e+02
1.114052367391544340e+00,1.647115716036030619e+01,-1.293931577428300841e+02
1.125251531046147280e+00,1.681116089989944840e+01,-1.272158964780298334e+02
1.136563275823714303e+00,1.620263584603515383e+01,-1.286583855165652608e+02
1.147988733461369204e+00,1.601839765816409411e+01,-1.334596392108513783e+02
1.159529047073175168e+00,1.554339273816298927e+01,-1.302984566616303823e+02
1.171185371264508390e+00,1.569289553070688292e+01,-1.330116496473814323e+02
1.182958872247570792e+00,1.563400306877851342e+01,-1.297836442037493896e+02
1.194850727958074010e+00,1.652008834467677900e+01,-1.297943248624366959e+02
1.206862128173087578e+00,1.636326290832612429e+01,-1.334965051792935924e+02
1.218994274630079255e+00,1.563867652966605171e+01,-1.329972915029983938e+02
1.231248381147145077e+00,1.531317395127127945e+01,-1.295237995713158909e+02
1.243625673744455762e+00,1.588613562003567914e+01,-1.344669012668205426e+02
1.256127390766914154e+00,1.467640032279152251e+01,-1.312931139543466372e+02
1.268754783008058107e+00,1.486859862656458908e+01,-1.323427001880082230e+02
1.281509113835194613e+00,1.527311698261196682e+01,-1.317394171175509427e+02
1.294391659315806908e+00,1.482727222649700316e+01,-1.332511358326244419e+02
1.307403708345218352e+00,1.488223484707972233e+01,-1.317393896240241133e+02
1.320546562775548605e+00,1.569937391521761683e+01,-1.328917154823301701e+02
1.333821537545966107e+00,1.452122969716989687e+01,-1.375964738332719151e+02
1.347229960814241734e+00,1.450117421735758860e+01,-1.331635640100635669e+02
1.360773174089637161e+00,1.466633491936430467e+01,-1.340371217599850979e+02
1.374452532367115953e+00,1.460218408680403002e+01,-1.380301245053232719e+02
1.388269404262916673e+00,1.425195158931442130e+01,-1.339322062301610288e+02
1.402225172151476906e+00,1.362618907861235051e+01,-1.343821939839180288e+02
1.416321232303745070e+00,1.451603451283784629e+01,-1.370461667701031274e+02
1.430558995026871116e+00,1.372648825711387310e+01,-1.357732317775211186e+02
1.444939884805312991e+00,1.429322860385381055e+01,-1.357290462178195014e+02
1.459465340443350634e+00,1.331497140703448778e+01,-1.356317988559032131e+02
1.474136815209043716e+00,1.474773939479746154e+01,-1.376461626092685151e+02
1.488955776979624446e+00,1.425319362450428251e+01,-1.396802511459639220e+02
1.503923708388364311e+00,1.334112138133775183e+01,-1.367233070729069482e+02
1.519042106972906092e+00,1.371555568197228148e+01,-1.358069539738622780e+02
1.534312485325096231e+00,1.256479650611435694e+01,-1.368970110672103715e+02
1.549736371242315558e+00,1.310130558265247913e+01,-1.371546141977080424e+02
1.565315307880339013e+00,1.250870567655826093e+01,-1.405647680075898336e+02
1.581050853907723264e+00,1.266917779134574751e+01,-1.363318162939621914e+02
1.596944583661756401e+00,1.278512757520324250e+01,-1.408154124179512507e+02
1.612998087305964390e+00,1.228937901566101765e+01,-1.425382498453861331e+02
1.629212970989212250e+00,1.270956741464291540e+01,-1.409468664635211894e+02
1.645590857006392627e+00,1.314181971556072881e+01,-1.417095307522641860e+02
1.662133383960743283e+00,1.188142454897952582e+01,-1.412611567225333147e+02
1.678842206927780634e+00,1.192131491548877165e+01,-1.418790420033301984e+02
1.695718997620897728e+00,1.292725270734421805e+01,-1.392854299161548965e+02
1.712765444558611572e+00,1.257112526157098920e+01,-1.382001015528605024e+02
1.729983253233505547e+00,1.171952103795815425e+01,-1.394794462146775800e+02
1.747374146282857144e+00,1.202094093752921466e+01,-1.401593551607057009e+02
1.764939863660993424e+00,1.228809107309593252e+01,-1.407042484118385346e+02
1.782682162813366888e+00,1.168957876359722192e+01,-1.416789636486786321e+02
1.800602818852394371e+00,1.167328519950457100e+01,-1.423360963200769049e+02
1.818703624735048985e+00,1.139508875668923693e+01,-1.427157471499810129e+02
1.836986391442252176e+00,1.177399001321608374e+01,-1.476043152764699755e+02
1.855452948160055460e+00,1.135809017783590136e+01,-1.427426290785845993e+02
1.874105142462656470e+00,1.088522651452913159e+01,-1.457613078320612772e+02
1.892944840497241099e+00,1.114455300095552026e+01,-1.455102568528574807e+02
1.911973927170698806e+00,1.054521273570628814e+01,-1.479252023580870343e+02
1.931194306338199551e+00,9.784889281194518063e+00,-1.471368364071701080e+02
1.950607900993680532e+00,1.076902452978639957e+01,-1.441266254161577365e+02
1.970216653462235401e+00,1.070036574501292215e+01,-1.441775306297534485e+02
1.990022525594449698e+00,1.085884388833041214e+01,-1.456280447654719694e+02
2.010027498962675629e+00,1.086010162716399741e+01,-1.463752237118841037e+02
2.030233575059297468e+00,9.958090890382505833e+00,-1.422902437335215211e+02
2.050642775496969605e+00,1.020653799761298686e+01,-1.456727618470407890e+02
2.071257142210888968e+00,9.671953576378651718e+00,-1.479793196908190680e+02
2.092078737663080723e+00,9.417497432602480956e+00,-1.476072982760642844e+02
2.113109645048755869e+00,9.870175424587770863e+00,-1.508175417079426666e+02
2.134351968504724972e+00,9.644187219551314527e+00,-1.499773203555305940e+02
2.155807833319926647e+00,1.001953467066301684e+01,-1.499878297416342434e+02
2.177479386148051255e+00,9.624097375266916998e+00,-1.534736784516897785e+02
2.199368795222324646e+00,1.009911410352435190e+01,-1.505681238970833817e+02
2.221478250572427537e+00,9.292890703468399849e+00,-1.520246535152783736e+02
2.243809964243619337e+00,9.669064618977898817e+00,-1.500599222120889920e+02
2.266366170518041123e+00,8.647625603398662264e+00,-1.494055815578774968e+02
2.289149126138264823e+00,9.155662287872926797e+00,-1.511921836139193260e+02
2.312161110533072161e+00,8.942508728926393147e+00,-1.548002528664918884e+02
2.335404426045517123e+00,9.613817062584217865e+00,-1.539973271741373821e+02
2.358881398163268361e+00,8.361450977397220541e+00,-1.532752884994351064e+02
2.382594375751281301e+00,8.646097125664759631e+00,-1.541682178219479624e+02
2.406545731286793277e+00,8.740191941567852396e+00,-1.554777259468476132e+02
2.430737861096696761e+00,8.016535220487179814e+00,-1.542613854738788177e+02
2.455173185597283592e+00,8.320653740601784421e+00,-1.513351424915759083e+02
2.479854149536416585e+00,7.274093276991250967e+00,-1.545005465783288514e+02
2.504783222238116114e+00,8.155354092239591068e+00,-1.546233963185780169e+02
2.529962897849619363e+00,8.168019685499587013e+00,-1.545259834024286079e+02
2.555395695590924277e+00,6.711416275447315449e+00,-1.554277427606627668e+02
2.581084160006826167e+00,8.000300626373347157e+00,-1.592783517854400372e+02
2.607030861221510065e+00,7.616890818527307871e+00,-1.561913160344222149e+02
2.633238395195679704e+00,7.123429322570959066e+00,-1.590811860695733913e+02
2.659709383986295084e+00,7.284976870068419430e+00,-1.581237508869530188e+02
2.686446476008895523e+00,7.296626708598258126e+00,-1.601339420954868160e+02
2.713452346302585916e+00,8.028568907317863435e+00,-1.570278841078936409e+02
2.740729696797660431e+00,8.088703939226551398e+00,-1.595065473287484110e+02
2.768281256585944039e+00,6.372829990604544470e+00,-1.594830828743845643e+02
2.796109782193823001e+00,7.181121900154441740e+00,-1.576593366215281833e+02
2.824218057858048248e+00,6.130615467475649005e+00,-1.577026962321290853e+02
2.852608895804285449e+00,6.139150181173182119e+00,-1.632048638408785166e+02
2.881285136528488167e+00,5.718805681669340224e+00,-1.612894899121174888e+02
2.910249649081078527e+00,7.018356208889168890e+00,-1.599353731627181787e+02
2.939505331354006046e+00,6.678845559510467211e+00,-1.638814637344744654e+02
2.969055110370667716e+00,6.276450043856811156e+00,-1.629795135153821377e+02
2.998901942578771074e+00,6.374645757264826962e+00,-1.637158668772185877e+02
3.029048814146111379e+00,6.052552855583867242e+00,-1.593117205988992851e+02
3.059498741259349508e+00,6.131372627173655943e+00,-1.658695116793672923e+02
3.090254770425768793e+00,5.503842057838254753e+00,-1.648096484034688274e+02
3.121319978778090309e+00,4.443200410407751377e+00,-1.658553716355045253e+02
3.152697474382324838e+00,6.725589826683131989e+00,-1.668504070168044109e+02
3.184390396548748559e+00,5.678988099596399941e+00,-1.684257014887911907e+02
3.216401916145977147e+00,5.454708194101372420e+00,-1.671298611971264449e+02
3.248735235918221331e+00,5.304998049937670324e+00,-1.708859420304520711e+02
3.281393590805711025e+00,5.016631169823630998e+00,-1.669719055220872121e+02
3.314380248268359974e+00,6.281146770445922733e+00,-1.706196983124594908e+02
3.347698508612662938e+00,5.448398806340017053e+00,-1.685951010202288955e+02
3.381351705321903545e+00,5.348820587602895138e+00,-1.664910388767617633e+02
3.415343205389654635e+00,4.963138608602244872e+00,-1.743327080014663295e+02
3.449676409656659892e+00,5.132648775540715747e+00,-1.692253525434077233e+02
3.484354753151070572e+00,4.148526262229886186e+00,-1.741433027575411927e+02
3.519381705432136354e+00,4.359942147538408364e+00,-1.762268435277077003e+02
3.554760770937317460e+00,5.821620145284947867e+00,-1.695804313157451872e+02
3.590495489332917955e+00,3.848333555765313108e+00,-1.699839496298231722e+02
3.626589435868214029e+00,4.558474871029720710e+00,-1.768432017643567917e+02
3.663046221733170960e+00,4.772948557056198915e+00,-1.754238229519064021e+02
3.699869494419727012e+00,4.460195399389963455e+00,-1.765000013972868373e+02
3.737062938086738839e+00,4.060453749018114955e+00,-1.753863864240534269e+02
3.774630273928567092e+00,3.796689611682784182e+00,-1.814833249422490553e+02
3.812575260547393707e+00,4.333176451409747720e+00,-1.778974921226713093e+02
3.850901694329255331e+00,3.758253098134684667e+00,-1.806446409094641865e+02
3.889613409823885259e+00,3.666362784095294369e+00,-1.805843677348018446e+02
3.928714280128344782e+00,4.342542468951731571e+00,-1.793017736209076247e+02
3.968208217274540761e+00,3.825538763519177543e+00,-1.851681645351459053e+02
4.008099172620606332e+00,3.551577886856842614e+00,-1.824408711323916066e+02
4.048391137246251326e+00,2.281932476456093095e+00,-1.842450124231806683e+02
4.089088142352051314e+00,3.443118205789097441e+00,-1.800151251634494258e+02
4.130194259662784084e+00,2.524645181538347050e+00,-1.875519235937360065e+02
4.171713601834788676e+00,3.553424093729427025e+00,-1.880140316363874149e+02
4.213650322867454889e+00,3.011737388773744417e+00,-1.872551571299511863e+02
4.256008618518807296e+00,2.618337466905915178e+00,-1.898478221355526614e+02
4.298792726725311653e+00,3.388938469259508590e+00,-1.874319315004738939e+02
